name,email,department
diou,mairie.flassans.sur.issole@wanadoo.fr,03
domerat,accueil@ville-flayosc.fr,03
dompierre-sur-besbre,accueil@mairie-forcalqueiret.net,03
doyet,mairie.fox@wanadoo.fr,03
droiturier,info@ville-frejus.fr,03
durdat-larequille,mairie@ville-gareoult.fr,03
ebreuil,secretariat@mairie-gassin.fr,03
echassieres,mairie@ginasservis.fr,03
escurolles,mairie-gonfaron@wanadoo.fr,03
espinasse-vozelle,"",03
estivareilles,contact@jacquespoliti.fr,03
etroussat,mairie.labastide0779@orange.fr,03
ferrieres-sur-sichon,secretariat@lacadieredazur.com,03
fleuriel,mairie.la.celle@wanadoo.fr,03
fourilles,mairie@villedelacrau.fr,03
franchesse,contact@lacroixvalmer.fr,03
gannat,mairie@lafarlede.fr,03
gannay-sur-loire,contact-mairie@ville-lagarde.fr,03
garnat-sur-engievre,maire@lagardefreinet.fr,03
gennetines,contact@lalondelesmaures.fr,03
gipcy,mairie-lamartre@orange.fr,03
givarlais,la.mole.mairie@wanadoo.fr,03
gouise,secretaire-general@ville-la-motte.com,03
hauterive,mairie@laroquebrussanne.fr,03
herisson,mairie.laroque-esclapon@orange.fr,03
huriel,courrier@la-seyne.com,03
hyds,philippe.huc-andre@lavalette83.fr,03
isle-et-bardais,mairiedelaverdiere@wanadoo.fr,03
isserpent,cabinetdumaire@ville-lebeausset.fr,03
jaligny-sur-besbre,commune.lebourguet@nordnet.fr,03
jenzat,accueil@lecannetdesmaures.com,03
la-celle,dgs@ville-lecastellet.fr,03
la-chabanne,mairie@le-lavandou.fr,03
la-chapelaude,"",03
la-chapelle,info@ville-lemuy.fr,03
la-chapelle-aux-chasses,accueil@le-pradet.fr,03
lafeline,contactmairie@lerevest83.fr,03
la-ferte-hauterive,accueil@mairie-adrets-esterel.fr,03
la-guillermie,lesarcs.mairie@wanadoo.fr,03
lalizolle,mairielesmayons@wanadoo.fr,03
lamaids,mairielessalles@hotmail.fr,03
langy,mairie-le-thoronet@wanadoo.fr,03
lapalisse,contact@mairie-leval.fr,03
la-petite-marche,"",03
laprugne,mairie.mazaugues@wanadoo.fr,03
lavault-sainte-anne,mairie@meounes.com,03
lavoine,mairiemoissac83@wanadoo.fr,03
le-bouchaud,mairie-mons83@wanadoo.fr,03
le-brethon,mairie@montauroux.com,03
le-breuil,mairie-montferrat@wanadoo.fr,03
le-donjon,montfort.sur.argens.mairie@wanadoo.fr,03
le-mayet-d-ecole,mairie.montmeyan@wanadoo.fr,03
le-mayet-de-montagne,elus@mairie-nanslespins.fr,03
le-montet,mairie.neoules@wanadoo.fr,03
lenax,mairie@ollieres.fr,03
le-pin,mairie.d-ollioules@wanadoo.fr,03
l-etelon,maire@pierrefeu-du-var.fr,03
le-theil,ville-de-pignans@wanadoo.fr,03
le-vernet,mairie.plan-d-aups83@wanadoo.fr,03
le-veurdre,mairie@plandelatour.net,03
le-vilhain,courrier@mairie-ponteves.fr,03
liernolles,mairie.pourcieux@wanadoo.fr,03
lignerolles,pourrieres@pourrieres.fr,03
limoise,contact@pugetsurargens.fr,03
loddes,mairie@puget-ville.org,03
loriges,mairie.ramatuelle@wanadoo.fr,03
louchy-montfand,mairie-du-rayol@wanadoo.fr,03
louroux-bourbonnais,mairie.regusse@wanadoo.fr,03
louroux-de-beaune,secretariatmairieriansvar@orange.fr,03
louroux-de-bouble,mairieriboux@wanadoo.fr,03
louroux-hodement,rocbaron.maire@wanadoo.fr,03
luneau,mairie@ville-roquebrune-argens.fr,03
lurcy-levis,mairie.de-rougiers@wanadoo.fr,03
lusigny,saint.antonin.mairie@orange.fr,03
magnet,mairie@saintcyrsurmer.fr,03
maillet,s.anastasie@wanadoo.fr,03
malicorne,mairie@ste-maxime.fr,03
marcenat,mairie.stjulien@orange.fr,03
marcillat-en-combraille,info@ville-saintmandrier.fr,03
marigny,mairie-stmartindepallieres@wanadoo.fr,03
mariol,mairie@st-maximin.fr,03
mazerier,mairie.saintpaulenforet@orange.fr,03
mazirat,webmaster@ville-saintraphael.fr,03
meaulne,communication@ville-sainttropez.fr,03
meillard,cabinetdumaire@commune-saint-zacharie.fr,03
meillers,mairie@ville-salernes.fr,03
mercy,mairie-sanary-sur-mer@wanadoo.fr,03
mesples,mairie.de.seillans@wanadoo.fr,03
molinet,mairie.seillons@wanadoo.fr,03
molles,mairie@signes.com,03
monestier,mairie.sillans-la-cascade@wanadoo.fr,03
monetay-sur-allier,"",03
monetay-sur-loire,mairie@ville-sollies-pont.fr,03
montaiguet-en-forez,stoucas.mairie@wanadoo.fr,03
montaigu-le-blin,mairie.solliesville@wanadoo.fr,03
montbeugny,"",03
montcombroux-les-mines,mairie.taradeau@wanadoo.fr,03
monteignet-sur-l-andelot,mairiedetavernes@wanadoo.fr,03
montilly,contact@mairie-toulon.fr,03
montlucon,mairie@mairie-tourrettes-83.fr,03
montmarault,accueil@mairietourtour.com,03
montoldre,mairie.tourves@wanadoo.fr,03
montord,accueil@transenprovence-mairie.fr,03
montvicq,mairie.de.trigance@mcom.fr,03
moulins,mairie.varages@wanadoo.fr,03
murat,mairie.verignon@nordnet.fr,03
nades,vidauban-mairie@wanadoo.fr,03
nassigny,accueil@mairie-villecroze.com,03
naves,vinon.sur.verdon@wanadoo.fr,03
neris-les-bains,mairie.vins.sur.caramy@wanadoo.fr,03
neuilly-en-donjon,a-dumas@mairie-aixesurvienne.fr,03
neuilly-le-real,secretariat@mairie-ambazac.fr,03
neure,mairiearnaclaposte2@wanadoo.fr,03
neuvy,mairie.augne@wanadoo.fr,03
nizerolles,mairie.aureil@wanadoo.fr,03
noyant-d-allier,mairie.azat@wanadoo.fr,03
paray-le-fresil,mairieballedent@wanadoo.fr,03
paray-sous-briailles,mairie.beaumontdulac@wanadoo.fr,03
perigny,bellac@mairie-bellac.fr,03
pierrefitte-sur-loire,mairieberneuil@wanadoo.fr,03
poezat,mairiebersac@wanadoo.fr,03
pouzy-mesangy,commune.de.bessines@wanadoo.fr,03
premilhat,beynac.mairie@wanadoo.fr,03
quinssaines,mairie.blanzac@gmail.com,03
reugny,"",03
rocles,boisseuilnet@wanadoo.fr,03
rongeres,mairie.bonnac@wanadoo.fr,03
ronnet,secretariat@mairie-bosmie.fr,03
saint-angel,mairie.breuilaufa@wanadoo.fr,03
saint-aubin-le-monial,mairie@bujaleuf.fr,03
saint-bonnet-de-four,mairie.burgnac@wanadoo.fr,03
saint-bonnet-de-rochefort,info@webcommune.org,03
saint-bonnet-troncais,mairie.bussiere.galant@wanadoo.fr,03
saint-caprais,mairie.bussiere.poitevine@wanadoo.fr,03
saint-christophe,chaillacsurvienne.mairie@wanadoo.fr,03
saint-clement,mairie.chalus87@wanadoo.fr,03
saint-desire,mairie.chamboret@wanadoo.fr,03
saint-didier-en-donjon,mairiechampagnelariviere@wanadoo.fr,03
saint-didier-la-foret,mairie.champnetery@wanadoo.fr,03
saint-eloy-d-allier,mairie.champsac@wanadoo.fr,03
saint-ennemond,chaptelat.limousin@wanadoo.fr,03
sainte-therence,mairie.chateau-chervix@wanadoo.fr,03
saint-etienne-de-vicq,mairie.chateauneuf-la-foret@wanadoo.fr,03
saint-fargeol,mairie.chateauponsac@wanadoo.fr,03
saint-felix,mairiecheissoux@wanadoo.fr,03
saint-genest,mairie.cheronnac@wanadoo.fr,03
saint-gerand-de-vaux,mairie.cieux@wanadoo.fr,03
saint-gerand-le-puy,mairie.de.cognac.la.foret@wanadoo.fr,03
saint-germain-de-salles,mairiedecompreignac@wanadoo.fr,03
saint-germain-des-fosses,contact@condatsurvienne.fr,03
saint-hilaire,mairie.coussac.bonneval@wanadoo.fr,03
saint-leger-sur-vouzance,mairie@couzeix.fr,03
saint-leon,mairie.cromac@wanadoo.fr,03
saint-leopardin-d-augy,mairie-cussac@wanadoo.fr,03
saint-loup,mairiedarnac@wanadoo.fr,03
saint-marcel-en-marcillat,mairie.dinsac@wanadoo.fr,03
saint-marcel-en-murat,mairie.dompierreleseglises@wanadoo.fr,03
saint-martin-des-lais,mairie-domps@orange.fr,03
saint-martinien,mairie-dournazac@orange.fr,03
saint-menoux,mairie.droux@wanadoo.fr,03
saint-nicolas-des-biefs,mairie.eybouleuf@wanadoo.fr,03
saint-palais,mairie.eyjeaux@orange.fr,03
saint-pierre-laval,mairie-eymoutiers@wanadoo.fr,03
saint-plaisir,mairie@feytiat.fr,03
saint-pont,mairie-flavignac@wanadoo.fr,03
saint-pourcain-sur-besbre,mairie.folles@wanadoo.fr,03
saint-pourcain-sur-sioule,mairiefromental@wanadoo.fr,03
saint-priest-d-andelot,mairie.gajoubert@wanadoo.fr,03
saint-priest-en-murat,mairie.glandon@wanadoo.fr,03
saint-prix,mairie-de-glanges@wanadoo.fr,03
saint-remy-en-rollat,mairie.gorre@wanadoo.fr,03
saint-sauvier,mairie.isle87@wanadoo.fr,03
saint-sornin,mairie.jabreilles@wanadoo.fr,03
saint-victor,mairie.janailhac@wanadoo.fr,03
saint-voir,mairiedejaverdat@wanadoo.fr,03
saint-yorre,mairiejouac@viveole.com,03
saligny-sur-roudon,mairie.jourgnac@wanadoo.fr,03
sanssat,mairielabazeuge@wanadoo.fr,03
saulcet,chapelle-montbrandeix@orange.fr,03
saulzet,mairie.lacroisille@orange.fr,03
sauvagny,mairie.croix.gartempe@wanadoo.fr,03
sazeret,mairie.ladignac@wanadoo.fr,03
serbannes,mairie.lageneytouse@wanadoo.fr,03
servilly,mairiedelajonchere@wanadoo.fr,03
seuillet,mairie.la.meyze@wanadoo.fr,03
sorbier,mairie.laporcherie@wanadoo.fr,03
souvigny,larochelabeille.mairie@wanadoo.fr,03
sussat,mairie.lauriere@wanadoo.fr,03
target,mairie.lavignac@orange.fr,03
taxat-senat,mairie.le-buisson@wanadoo.fr,03
teillet-argenty,mairieduchalard@wanadoo.fr,03
terjat,mairie-du-chatenet-en-dognon@orange.fr,03
theneuille,mairie.ledorat@wanadoo.fr,03
thiel-sur-acolin,affairesgenerales@lepalaissurvienne.fr,03
thionne,mairiedesbillanges@aliceadsl.fr,03
tortezais,mairie.les-cars87@wanadoo.fr,03
toulon-sur-allier,mairie-les-grands-chezeaux@wanadoo.fr,03
treban,mairiedessalleslavauguyon@wanadoo.fr,03
treignat,mairie-le-vigen@wanadoo.fr,03
treteau,lemaire@ville-limoges.fr,03
trevol,mairie.linards@wanadoo.fr,03
trezelles,mairie.lussac.les.eglises@wanadoo.fr,03
tronget,mairie.magnac-bourg@wanadoo.fr,03
urcay,mairie.magnaclaval@wanadoo.fr,03
ussel-d-allier,secretariat.mairiemailhac@wanadoo.fr,03
valignat,mairie.maisonnais.sur.tardoire@wanadoo.fr,03
valigny,mairie-marval@wanadoo.fr,03
vallon-en-sully,mairiedemasleon@orange.fr,03
varennes-sur-allier,mairie.meilhac@wanadoo.fr,03
varennes-sur-teche,mairie.meuzac@wanadoo.fr,03
vaumas,mezieres-issoire@wanadoo.fr,03
vaux,mairie-de-moissannes@wanadoo.fr,03
veauce,mairie.montrolsenard@wanadoo.fr,03
venas,mairiemortemart@wanadoo.fr,03
vendat,commune.nantiat@wanadoo.fr,03
verneix,mairie.nedde@wanadoo.fr,03
verneuil-en-bourbonnais,mairie.neuvic-entier@wanadoo.fr,03
vernusse,mairie.nexon@wanadoo.fr,03
vichy,mairie.nieul@wanadoo.fr,03
vicq,mairie.nieul@wanadoo.fr,03
vieure,oradour.st.genest@wanadoo.fr,03
villebret,accueil.mairie.osg@wanadoo.fr,03
villefranche-d-allier,villeoradoursurvayres@wanadoo.fr,03
villeneuve-sur-allier,communedepageas@wanadoo.fr,03
viplaix,mairie@mairie-panazol.fr,03
vitray,mairie.de.pensol@wanadoo.fr,03
voussac,mairiedepeyratdebellac@wanadoo.fr,03
ygrande,mairie-peyratlechateau87@wanadoo.fr,03
yzeure,mairie-de-peyrilhac@wanadoo.fr,03
